M000,補綴時診断料,313027310,補綴時診断料（１装置につき）（新製の場合）,90,8198169,224,268,797,3939,10202,22255,38497,66738,118349,198534,249399,315570,401526,561162,641034,605470,423888,232502,83613,119,169,704,3457,9322,18383,30009,50752,89282,158451,209454,271992,364965,552689,691544,714003,551166,349221,158520
M000,補綴時診断料,313027410,補綴時診断料（１装置につき）（１以外の場合）,70,2417819,-,-,10,23,36,65,264,808,3187,9585,19872,39461,71501,137876,201031,232884,196492,128845,60012,-,-,-,19,33,88,280,874,2506,7058,15262,31679,63786,134777,214044,273530,252671,194582,124656
M000-2,クラウン・ブリッジ維持管理料,313000210,クラウン・ブリッジ維持管理料（歯冠補綴物）,100,13448700,-,755,14369,72601,142563,217245,283315,371105,500829,619036,583292,551260,545205,629097,645101,565709,368007,163752,38760,-,652,14099,62086,135293,198819,268174,372867,529064,700449,679569,643944,649013,755055,785535,676870,422262,193310,49638
M000-2,クラウン・ブリッジ維持管理料,313000310,クラウン・ブリッジ維持管理料（支台歯とポンティックの数の合計が５歯以下の場合）,330,2179541,-,-,231,2355,7296,16449,28084,45841,73987,108472,116403,122724,124649,136868,128669,96702,53968,20908,4335,-,-,220,2000,6491,13003,20965,34289,57477,92529,107238,116676,126339,148847,151128,117378,64745,26501,5771
M000-2,クラウン・ブリッジ維持管理料,313000410,クラウン・ブリッジ維持管理料（支台歯とポンティックの数の合計が６歯以上の場合）,440,182413,-,-,-,62,177,418,850,1818,3637,6430,8052,9425,10700,13378,13987,11897,8052,3751,891,-,-,-,45,134,225,487,992,2017,3924,5735,7580,9725,13396,15394,13844,9383,4691,1305
M000-2,クラウン・ブリッジ維持管理料,313000550,装着（装着材料料のみ）,0,1166399,523,1545,983,2736,4624,8083,12541,18462,28666,41268,44121,49634,55936,72270,77155,69301,45623,19708,4459,296,972,753,2378,4856,8862,13388,20972,32815,45867,48643,53429,60161,77325,84849,77400,48469,21664,5662
M000-3,広範囲顎骨支持型補綴診断料,313024010,広範囲顎骨支持型補綴診断料（１口腔につき）,1800,108,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
M001,歯冠形成,313000610,歯冠形成（１歯につき）（生活歯歯冠形成（金属冠））,306,3809928,368,3885,2512,10785,23476,42100,63501,92906,138078,189050,195753,199974,207710,233839,232261,192480,108834,43327,9589,235,3098,2269,9015,21290,35711,51667,76553,115531,167359,173335,172391,179984,210650,223462,196446,115541,51517,13446
M001,歯冠形成,313000710,歯冠形成（１歯につき）（生活歯歯冠形成（非金属冠））,306,319604,5441,7754,1190,1412,2141,3347,4777,6410,8765,11063,10732,10190,10111,11272,11729,10332,6411,2640,637,4856,6492,1144,1658,3303,5119,7653,11167,15192,19475,18696,17247,16611,17970,18376,15317,8512,3524,938
M001,歯冠形成,313000810,歯冠形成（１歯につき）（生活歯歯冠形成（乳歯金属冠））,120,27388,3082,11764,941,57,22,25,20,22,13,11,-,-,-,10,10,-,-,-,-,2092,8590,513,34,23,26,29,16,-,-,-,-,-,-,-,10,-,-,-
