N000,病理組織標本作製,160060010,病理組織標本作製（組織切片によるもの）（１臓器につき）,860,129010,111,1027,1568,1498,1352,1686,2068,2648,3584,4541,4473,4571,4823,5903,6194,5338,3234,1492,459,127,1192,1637,1401,1572,1753,2271,2850,3749,5171,6035,6064,5989,7417,8391,7492,5230,2858,1241
N000,病理組織標本作製,160208610,病理組織標本作製（セルブロック法によるもの）（１部位につき）,860,104,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
N001,電子顕微鏡病理組織標本作製,160060170,電子顕微鏡病理組織標本作製（１臓器につき）,2000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
N002,免疫染色（免疫抗体法）病理組織標本作製,160060270,免疫染色（免疫抗体法）病理組織標本作製（その他（１臓器につき））,400,6399,-,12,27,30,25,40,60,83,115,143,184,239,264,358,405,414,259,139,61,-,17,36,32,49,50,70,88,126,168,233,272,265,406,475,521,371,252,105
N002,免疫染色（免疫抗体法）病理組織標本作製,160060350,免疫染色（免疫抗体法）病理組織標本作製（エストロジェンレセプター）,720,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
N002,免疫染色（免疫抗体法）病理組織標本作製,160104450,免疫染色（免疫抗体法）病理組織標本作製（プロジェステロンレセプター）,690,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
N002,免疫染色（免疫抗体法）病理組織標本作製,160173550,免疫染色（免疫抗体法）病理組織標本作製（ＨＥＲ２タンパク）,690,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
N002,免疫染色（免疫抗体法）病理組織標本作製,160184750,免疫染色（免疫抗体法）病理組織標本作製（ＥＧＦＲタンパク）,690,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
N002,免疫染色（免疫抗体法）病理組織標本作製,160204850,免疫染色（免疫抗体法）病理組織標本作製（ＡＬＫ融合タンパク）,2700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
N002,免疫染色（免疫抗体法）病理組織標本作製,160205050,免疫染色（免疫抗体法）病理組織標本作製（ＣＤ３０）,400,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
