D000,電気的根管長測定検査,304000110,電気的根管長測定検査,30,11901097,3979,33535,42821,129153,213551,276431,316402,375399,465908,543905,494510,462235,462376,545160,563719,494299,322900,146861,36847,2888,26609,41695,119244,207156,245328,283683,354840,459568,570718,531537,489083,482449,559521,580459,497925,318746,154199,45458
D000,尿中一般物質定性半定量検査,160000310,尿中一般物質定性半定量検査,26,87328,479,3710,1418,3312,3847,2879,2630,2439,2575,2523,2155,1929,1986,2162,2417,1996,1262,586,191,285,1514,1168,4860,6225,5010,3610,2929,2566,2559,2318,2083,1952,2180,2315,2270,1606,991,391
D001,細菌簡易培養検査,304000310,細菌簡易培養検査,60,599022,328,2297,1210,2770,5249,7741,9596,12549,17665,23362,24459,25066,25588,29680,31911,29094,19311,9022,2174,276,1850,1086,2886,5492,7447,9280,12727,18797,26962,28822,29378,29526,36292,39384,33952,22311,10684,2798
D001,尿中特殊物質定性定量検査,160000410,尿蛋白,7,333,-,-,-,-,-,-,-,-,-,-,-,-,12,14,24,17,-,-,-,-,-,-,19,18,20,11,-,10,-,-,-,12,26,40,-,-,-,-
D001,尿中特殊物質定性定量検査,160001410,Ｂｅｎｃｅ　Ｊｏｎｅｓ蛋白定性（尿）,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
D001,尿中特殊物質定性定量検査,160001710,尿グルコース,9,116,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
D001,尿中特殊物質定性定量検査,160003910,尿浸透圧,16,119,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
D001,尿中特殊物質定性定量検査,160004110,Ｎ－アセチルグルコサミニダーゼ（ＮＡＧ）（尿）,41,110,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,-,-
D001,尿中特殊物質定性定量検査,160004810,アルブミン定量（尿）,105,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
D001,尿中特殊物質定性定量検査,160111710,ウロビリノゲン（尿）,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
D001,尿中特殊物質定性定量検査,160112010,アルブミン定性（尿）,49,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
D001,尿中特殊物質定性定量検査,160112210,ウロポルフィリン（尿）,108,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
D001,尿中特殊物質定性定量検査,160176350,クレアチニン試験紙法（尿）（蛋白／クレアチニン比）,11,391,-,20,-,-,10,10,11,15,10,-,11,14,14,17,11,12,11,-,-,-,10,-,15,-,-,16,17,12,14,14,13,-,11,13,17,-,-,-
D001,尿中特殊物質定性定量検査,160209650,好中球ゼラチナーゼ結合性リポカリン（ＮＧＡＬ）（尿）,210,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
D002,歯周病検査,304000410,歯周基本検査（１歯以上１０歯未満）,50,3467157,88,50582,19673,5889,1057,581,724,1339,4133,12368,24658,47842,90292,185400,275993,319712,265298,169662,75008,89,46628,17739,7032,1561,1037,1161,1683,3352,8009,16491,34926,72883,171247,284173,379622,374699,298424,196102
D002,歯周病検査,304000510,歯周基本検査（１０歯以上２０歯未満）,110,8861587,19,348188,214641,9499,1904,2200,4575,11673,30328,71320,117272,188965,296500,502011,654660,652201,451474,235779,79375,19,365458,153117,10764,2546,2634,4926,10574,23360,54748,98599,184744,333371,640769,896366,941116,684470,402334,179088
D002,歯周病検査,304000610,歯周基本検査（２０歯以上）,200,62720068,119,16556,1269007,1188565,1090693,1381182,1647826,1936343,2323918,2611452,2337709,2131567,2018146,2158196,2052935,1588008,855362,315721,72077,120,39766,1412560,1319782,1521300,1929402,2282875,2654163,3078779,3426603,3080952,2819639,2681910,2892997,2801862,2117256,1088717,441231,134772
D002,歯周病検査,304000710,歯周精密検査（１歯以上１０歯未満）,100,667498,-,-,-,-,18,17,58,175,681,2467,5055,9819,19048,39343,58112,65466,52879,32233,11945,-,13,-,-,17,27,54,177,528,1432,3193,7625,17199,38411,63819,81472,75830,53604,26757
D002,歯周病検査,304000810,歯周精密検査（１０歯以上２０歯未満）,220,1680348,-,26,24,28,67,223,623,1802,5538,13719,23729,39919,65836,111405,144187,140546,95305,47225,13889,-,20,22,20,99,228,704,1721,4348,10818,21296,43725,80489,148948,204766,209803,146367,76415,26468
D002,歯周病検査,304000910,歯周精密検査（２０歯以上）,400,9071499,-,20,1518,27845,88227,142845,197822,252598,329465,386693,366374,356871,357645,387844,379937,299412,160676,57968,11558,-,21,1622,32863,126235,206591,285616,360688,449992,524311,508543,499734,500165,535706,526954,406866,205442,76333,18497
D002,歯周病検査,304001610,混合歯列期歯周病検査,80,7770881,942563,2368322,698769,7867,151,63,30,11,13,11,-,-,-,-,15,13,-,-,-,903898,2272183,567277,9166,226,63,40,35,32,15,13,13,-,12,12,10,-,-,-
D002,尿沈渣（鏡検法）,160005010,尿沈渣（鏡検法）,27,2817,11,87,45,144,110,74,71,62,88,67,59,54,90,69,106,73,62,27,-,-,65,41,168,195,166,93,90,75,85,75,76,57,70,65,93,52,24,-
D002-2,尿沈渣（フローサイトメトリー法）,160159550,尿沈渣（フローサイトメトリー法）,24,2673,12,117,35,87,75,56,59,58,72,71,59,71,96,95,92,66,40,16,-,-,39,42,143,141,143,118,72,96,65,64,68,82,105,110,73,79,29,-
D002-5,歯周病部分的再評価検査,304001710,歯周病部分的再評価検査（１歯につき）,15,187657,-,-,-,60,538,1095,2007,3396,5720,8650,8789,9389,9511,10351,10602,8323,4758,2012,390,-,-,-,109,578,1314,2266,3399,5871,8479,10555,10994,11527,12968,13917,11028,5927,2671,457
D003,糞便検査,160006410,虫体検出（糞便）,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
D003,糞便検査,160006510,糞便中ヘモグロビン定性,37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
D003,糞便検査,160006810,糞便中ヘモグロビン,41,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
D004,穿刺液・採取液検査,160061010,胃液又は十二指腸液一般検査,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
D004,穿刺液・採取液検査,160061210,頸管粘液一般検査,75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
D004-2,悪性腫瘍組織検査,160202910,悪性腫瘍遺伝子検査（ＥＧＦＲ遺伝子検査）（リアルタイムＰＣＲ法）,2500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
D004-2,悪性腫瘍組織検査,160205250,悪性腫瘍遺伝子検査（ＢＲＡＦ遺伝子検査）,6520,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
D004-2,悪性腫瘍組織検査,160205350,悪性腫瘍遺伝子検査（ＲＡＳ遺伝子検査）,2500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
D004-2,悪性腫瘍組織検査,160215250,悪性腫瘍遺伝子検査（ＢＲＡＦ遺伝子検査（ＰＣＲ－ｒＳＳＯ法））,2100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
D004-2,悪性腫瘍組織検査,160215550,悪性腫瘍遺伝子検査（マイクロサテライト不安定性検査（局所進行若しくは転移が認められた標準的な治療が困難な固形癌））,2100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
