K000,伝達麻酔（下顎孔又は眼窩下孔に行うもの）,311000110,伝達麻酔（下顎孔又は眼窩下孔に行うもの）,42,1660755,489,2640,6355,37886,72041,79881,75712,70963,72087,73711,60055,51249,44865,44596,41102,33119,18385,7058,1479,385,2403,7068,46334,107983,107072,85286,74768,72604,75285,61519,49190,41780,41646,38017,29969,17092,6859,1822
K001,浸潤麻酔,311000210,浸潤麻酔,30,2791502,2822,17249,15184,35863,60368,85879,98452,111615,129222,135755,113615,97074,85381,84668,77716,60625,35897,14364,3282,2214,15591,15454,37926,73664,98563,116721,138363,161759,173463,142998,116067,100333,100943,94039,73471,41764,18074,5064
K002,吸入鎮静法,311000310,吸入鎮静法（３０分まで）,70,312403,17710,58459,13699,3685,4285,5150,5024,5248,5834,6099,4245,3659,3265,3288,2755,2296,1499,665,169,15594,57123,12651,3928,5178,6267,6680,7471,8232,9109,7457,5503,4446,4590,4663,3363,1891,954,269
K003,静脈内鎮静法,311000510,静脈内鎮静法,120,22856,20,150,135,424,782,972,1017,951,1040,1012,640,467,356,398,279,183,82,41,-,-,65,123,581,1355,1476,1471,1378,1507,1501,1292,858,681,550,466,315,175,79,17
L000,迷もう麻酔,150232110,迷もう麻酔,31,44,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
L001,筋肉注射による全身麻酔、注腸による麻酔,150232350,筋肉注射による全身麻酔,120,187,16,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
L001-2,静脈麻酔,150232210,静脈麻酔（短時間のもの）,120,518,-,-,-,12,10,29,44,35,27,12,16,12,-,-,-,-,-,-,-,-,-,-,15,48,25,32,32,21,40,22,19,-,15,-,-,-,-,-
L001-2,静脈麻酔,150332410,静脈麻酔（十分な体制で行われる長時間のもの）（単純な場合）,600,20745,43,206,190,539,1004,1100,1133,1179,1275,1192,671,482,259,178,148,50,100,16,41,14,61,106,356,931,1158,1115,1404,1399,1233,1076,699,395,272,256,162,128,99,75
L001-2,静脈麻酔,150370710,静脈麻酔（十分な体制で行われる長時間のもの）（複雑な場合）,800,7782,10,71,67,168,346,398,430,441,509,383,281,161,142,114,46,24,12,-,-,12,42,29,168,342,461,489,457,540,518,378,263,146,113,95,54,39,20,10
L007,開放点滴式全身麻酔,150233210,開放点滴式全身麻酔,310,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
L007,開放点滴式全身麻酔,150233350,ガス麻酔器使用麻酔（１０分以上２０分未満）,310,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
L008,マスク又は気管内挿管による閉鎖循環式全身麻酔,150233410,マスク又は気管内挿管による閉鎖循環式全身麻酔５（その他）（イ以外の場合）,6000,9257,334,1252,420,492,718,549,442,421,443,354,235,133,44,36,22,-,-,-,-,219,542,266,251,369,281,298,296,259,194,131,106,41,32,15,19,11,-,-
L008,マスク又は気管内挿管による閉鎖循環式全身麻酔,150328210,マスク又は気管内挿管による閉鎖循環式全身麻酔５（その他）（別に厚生労働大臣が定める麻酔が困難な患者）,8300,205,-,-,-,-,31,16,11,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,25,10,-,-,-,-,-,-,-,-,-,-,-
L009,麻酔管理料（１）,150279110,麻酔管理料１（マスク又は気管内挿管による閉鎖循環式全身麻酔を行った場合）,1050,297,21,52,24,14,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
