L000,放射線治療管理料,312000110,放射線治療管理料（１門照射、対向２門照射又は外部照射を行った場合）,2700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
L000,放射線治療管理料,312000210,放射線治療管理料（非対向２門照射、３門照射又は腔内照射を行った場合）,3100,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
L000,放射線治療管理料,312000310,放射線治療管理料（４門以上の照射、運動照射、原体照射又は組織内照射を行った場合）,4000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
L000,放射線治療管理料,312000410,放射線治療管理料（強度変調放射線治療（ＩＭＲＴ）による対外照射を行った場合）,5000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
L001,体外照射,312000810,体外照射（エックス線表在治療（２回目））,33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
L001,体外照射,312001110,体外照射（高エネルギー放射線治療（１回目（１門照射又は対向２門照射を行った場合）））,840,44,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,-,-,-,-,18,-,-,-,-,-,-
L001,体外照射,312001210,体外照射（高エネルギー放射線治療（１回目（非対向２門照射又は３門照射を行った場合）））,1320,297,-,-,-,-,-,-,-,-,-,-,-,30,-,17,30,11,-,45,-,-,-,-,-,-,-,-,-,30,19,-,23,17,-,-,-,-,30,30
L001,体外照射,312001310,体外照射（高エネルギー放射線治療（１回目（４門以上の照射、運動照射又は原体照射を行った場合）））,1800,78,-,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,-,-
L001,体外照射,312001710,体外照射（強度変調放射線治療（ＩＭＲＴ））,3000,87,-,-,-,-,-,-,-,-,25,-,-,19,-,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,-
L002,電磁波温熱療法,312002210,電磁波温熱療法（一連につき）（深在性悪性腫瘍に対するもの）,9000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
L003,密封小線源治療,312002410,密封小線源治療（一連につき）（外部照射）,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
L004,血液照射,312003910,血液照射,110,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
