E000,写真診断,305000110,写真診断（単純撮影（歯科エックス線撮影（全顎撮影の場合）））,160,463922,67,267,424,2464,6393,9324,12045,14880,17901,20176,18297,16910,16280,16882,15180,10874,5753,2289,526,51,185,466,2761,8931,12871,17165,22016,26331,29275,27697,26500,25146,26176,23138,15720,8035,3417,1109
E000,写真診断,305000210,写真診断（アナログ撮影）（単純撮影（歯科エックス線撮影（全顎撮影以外の場合）））,20,11236496,37209,246521,147975,114646,130474,153397,176976,216798,287138,366618,368050,394538,444653,563320,601544,532773,360987,172771,50113,31987,218492,136346,119093,142602,153309,173763,221717,301479,403488,416049,433245,484823,619717,678295,611967,415688,223325,84610
E000,写真診断,305000310,写真診断（単純撮影（その他の場合））,85,41611,189,668,571,1580,2081,1350,1052,1021,1059,1025,865,857,817,943,863,823,462,242,71,139,454,711,2661,3361,2694,1946,1525,1409,1542,1419,1136,1088,1231,1292,1188,716,405,155
E000,写真診断,305000410,写真診断（特殊撮影（歯科パノラマ断層撮影））,125,19365188,21926,348044,260579,300079,498758,592182,618416,650508,721753,776405,672427,597566,552003,596902,582494,472945,281050,122499,31737,20284,328289,256017,352003,700230,764099,759090,790845,860005,932818,814165,712151,660369,736573,748457,620013,376890,180962,53655
E000,写真診断,305000510,写真診断（特殊撮影（歯科パノラマ断層撮影以外の場合（一連につき）））,96,6893,-,24,97,247,225,129,112,100,136,116,116,118,131,128,189,148,85,25,-,-,23,168,498,442,352,269,251,331,302,287,301,310,343,347,289,138,68,33
E000,写真診断,305000610,写真診断（造影剤使用撮影）,72,463,-,-,-,-,-,-,-,-,-,-,-,-,10,15,26,24,36,25,26,-,-,-,-,-,-,-,-,-,15,19,18,18,28,28,38,21,26,20
E000,写真診断,305003450,他医療機関撮影の写真診断（単純撮影（歯科エックス線撮影（全顎撮影の場合）））,160,191,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,24,17,11,-,-,-,-,-,-,-,-,-,-,-,-
E000,写真診断,305003550,他医療機関撮影の写真診断（単純撮影（歯科エックス線撮影（全顎撮影以外の場合）））,20,7447,67,408,113,65,85,101,98,141,146,156,187,171,186,265,284,350,265,131,46,51,204,110,98,136,132,142,182,250,219,237,252,309,355,461,442,333,195,74
E000,写真診断,305003650,他医療機関撮影の写真診断（単純撮影（その他の場合））,85,1198,17,59,23,67,34,32,29,34,31,28,23,24,29,33,29,27,21,-,-,14,24,20,73,60,79,46,36,25,34,23,22,29,26,30,27,34,18,27
E000,写真診断,305003750,他医療機関撮影の写真診断（特殊撮影（歯科パノラマ断層撮影））,125,55289,31,743,856,2540,2893,2643,2315,1873,1621,1467,1024,872,679,728,704,621,406,200,58,20,521,1030,4004,5782,4781,3429,2538,2165,1778,1482,1116,895,868,921,732,550,301,102
E000,写真診断,305003850,他医療機関撮影の写真診断（特殊撮影（歯科パノラマ断層撮影以外の場合（一連につき）））,96,438,-,14,-,20,18,12,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,38,64,54,33,14,13,17,-,-,-,-,-,-,-,-,-
E000,写真診断,305003950,他医療機関撮影の写真診断（造影剤使用撮影）,72,223,-,-,-,-,-,-,-,-,-,-,-,-,-,11,20,23,25,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,20,24,13
E000,写真診断,305004710,写真診断（デジタル撮影）（単純撮影（歯科エックス線撮影（全顎撮影以外の場合）））,20,36942176,236514,1369298,678923,464726,518575,654031,771048,931858,1161033,1337410,1228200,1175464,1203516,1423131,1446650,1236332,791012,364915,99474,205505,1229627,640512,503929,633563,756411,903428,1120318,1395728,1636828,1511753,1427608,1438346,1689372,1730814,1463366,937189,469085,156684
